"","survey_unique","station","date","year","month","day","forest","total.g.per.m2","ripe.g.per.m2","dipt.g.per.m2","ripe.dipt.g.per.m2","fagaceae.g.per.m2","euphorb.g.per.m2","nondipt.g.per.m2","ripe.nondipt.g.per.m2"
"670","AG10_24","AG10",2018-09-12,2018,9,12,"Danum",0,0,0,0,0,0,0,0
"671","AG11_24","AG11",2018-09-12,2018,9,12,"Danum",0,0,0,0,0,0,0,0
"672","AG13_24","AG13",2018-09-01,2018,9,1,"Danum",0,0,0,0,0,0,0,0
"673","AG14_24","AG14",2018-09-06,2018,9,6,"Danum",0,0,0,0,0,0,0,0
"674","AG15_24","AG15",2018-09-08,2018,9,8,"Danum",0,0,0,0,0,0,0,0
"675","AG16_24","AG16",2018-09-10,2018,9,10,"Danum",0,0,0,0,0,0,0,0
"676","AG17_24","AG17",2018-09-02,2018,9,2,"Danum",0,0,0,0,0,0,0,0
"677","AG19_24","AG19",2018-09-11,2018,9,11,"Danum",0,0,0,0,0,0,0,0
"678","AG20_24","AG20",2018-10-03,2018,10,3,"Danum",0,0,0,0,0,0,0,0
"679","AG21_24","AG21",2018-09-17,2018,9,17,"Danum",0,0,0,0,0,0,0,0
"680","AG22_24","AG22",2018-09-14,2018,9,14,"Danum",0,0,0,0,0,0,0,0
"681","AG23_24","AG23",2018-09-25,2018,9,25,"Malua",0,0,0,0,0,0,0,0
"682","AG24_24","AG24",2018-09-24,2018,9,24,"Malua",0,0,0,0,0,0,0,0
"683","AG25_24","AG25",2018-09-27,2018,9,27,"Malua",0,0,0,0,0,0,0,0
"684","AG26_24","AG26",2018-09-25,2018,9,25,"Malua",0,0,0,0,0,0,0,0
"685","AG27_24","AG27",2018-09-26,2018,9,26,"Malua",0,0,0,0,0,0,0,0
"686","AG29_24","AG29",2018-09-24,2018,9,24,"Malua",0,0,0,0,0,0,0,0
"687","AG30_24","AG30",2018-09-27,2018,9,27,"Malua",0,0,0,0,0,0,0,0
"688","AG32_24","AG32",2018-09-21,2018,9,21,"Malua",0,0,0,0,0,0,0,0
"689","AG33_24","AG33",2018-09-21,2018,9,21,"Malua",0,0,0,0,0,0,0,0
"690","AG34_24","AG34",2018-09-22,2018,9,22,"Malua",0,0,0,0,0,0,0,0
"691","AG35_24","AG35",2018-09-22,2018,9,22,"Malua",0,0,0,0,0,0,0,0
"692","AG36_24","AG36",2018-09-26,2018,9,26,"Malua",0,0,0,0,0,0,0,0
"693","AG40_24","AG40",2018-09-22,2018,9,22,"Malua",0,0,0,0,0,0,0,0
"694","AG41_24","AG41",2018-09-22,2018,9,22,"Malua",0,0,0,0,0,0,0,0
"695","AG42_24","AG42",2018-09-21,2018,9,21,"Malua",0,0,0,0,0,0,0,0
"696","AG43_24","AG43",2018-09-05,2018,9,5,"Danum",0,0,0,0,0,0,0,0
"697","AG44_24","AG44",2018-09-06,2018,9,6,"Danum",0,0,0,0,0,0,0,0
"698","AG01_25","AG01",2019-05-25,2019,5,25,"Danum",0.125398089,0,0,0,0,0,0.125398089,0
"699","AG02_25","AG02",2019-05-23,2019,5,23,"Danum",2.816899933,0,2.804957258,0,0,0,0.0119426750000002,0
"700","AG04_25","AG04",2019-05-24,2019,5,24,"Danum",0,0,0,0,0,0,0,0
"701","AG05_25","AG05",2019-05-22,2019,5,22,"Danum",0,0,0,0,0,0,0,0
"702","AG06_25","AG06",2019-05-22,2019,5,22,"Danum",0,0,0,0,0,0,0,0
"703","AG07_25","AG07",2019-05-22,2019,5,22,"Danum",0.376194268,0.207006369,0,0,0,0,0.376194268,0.207006369
"704","AG08_25","AG08",2019-05-22,2019,5,22,"Danum",1.990246815,0,1.990246815,0,0,0,0,0
"705","AG09_25","AG09",2019-05-24,2019,5,24,"Danum",3.495946728,0,3.495946728,0,0,0,0,0
"706","AG10_25","AG10",2019-05-27,2019,5,27,"Danum",0.17316879,0,0.17316879,0,0,0,0,0
"707","AG11_25","AG11",2019-05-27,2019,5,27,"Danum",0.244824841,0,0.242834395,0,0,0.001990446,0.00199044599999998,0
"708","AG13_25","AG13",2019-05-25,2019,5,25,"Danum",0.031847134,0,0,0,0,0,0.031847134,0
"709","AG14_25","AG14",2019-05-23,2019,5,23,"Danum",0,0,0,0,0,0,0,0
"710","AG15_25","AG15",2019-05-23,2019,5,23,"Danum",0.031847134,0,0,0,0,0,0.031847134,0
"711","AG16_25","AG16",2019-05-24,2019,5,24,"Danum",0.055732484,0,0,0,0,0,0.055732484,0
"712","AG17_25","AG17",2019-05-22,2019,5,22,"Danum",0.005971338,0,0,0,0,0,0.005971338,0
"713","AG19_25","AG19",2019-05-24,2019,5,24,"Danum",0.236863057,0,0.23089172,0,0,0,0.00597133699999999,0
"714","AG20_25","AG20",2019-05-25,2019,5,25,"Danum",0,0,0,0,0,0,0,0
"715","AG21_25","AG21",2019-05-25,2019,5,25,"Danum",0.350318471,0,0.33638535,0,0,0,0.013933121,0
"716","AG22_25","AG22",2019-05-25,2019,5,25,"Danum",0,0,0,0,0,0,0,0
"717","AG23_25","AG23",2019-05-29,2019,5,29,"Malua",0.777651886,0,0,0,0,0.084976727,0.777651886,0
"718","AG24_25","AG24",2019-05-29,2019,5,29,"Malua",0.717197452,0,0.065684713,0,0,0,0.651512739,0
"719","AG25_25","AG25",2019-05-31,2019,5,31,"Malua",0.079617834,0,0,0,0,0.079617834,0.079617834,0
"720","AG26_25","AG26",2019-05-31,2019,5,31,"Malua",0.037818471,0,0,0,0,0.037818471,0.037818471,0
"721","AG27_25","AG27",2019-05-31,2019,5,31,"Malua",0,0,0,0,0,0,0,0
"722","AG28_25","AG28",2019-05-30,2019,5,30,"Malua",0,0,0,0,0,0,0,0
"723","AG29_25","AG29",2019-05-30,2019,5,30,"Malua",0.498009554,0,0.498009554,0,0,0,0,0
"724","AG30_25","AG30",2019-05-31,2019,5,31,"Malua",0.059713376,0,0,0,0,0.011942675,0.059713376,0
"725","AG31_25","AG31",2019-05-31,2019,5,31,"Malua",0.22093949,0,0.001990446,0,0,0.001990446,0.218949044,0
"726","AG32_25","AG32",2019-05-31,2019,5,31,"Malua",0,0,0,0,0,0,0,0
"727","AG33_25","AG33",2019-06-01,2019,6,1,"Malua",5.880214968,0,1.113097134,0,0,0,4.767117834,0
"728","AG34_25","AG34",2019-05-30,2019,5,30,"Malua",0.019904459,0,0,0,0,0.019904459,0.019904459,0
"729","AG35_25","AG35",2019-05-30,2019,5,30,"Malua",0.247059015,0,0,0,0,0.247059015,0.247059015,0
"730","AG36_25","AG36",2019-06-01,2019,6,1,"Malua",0.055732484,0,0,0,0,0.035828025,0.055732484,0
"731","AG40_25","AG40",2019-05-30,2019,5,30,"Malua",0.021894904,0,0,0,0,0,0.021894904,0
"732","AG41_25","AG41",2019-05-30,2019,5,30,"Malua",0.001990446,0,0,0,0,0,0.001990446,0
"733","AG42_25","AG42",2019-06-01,2019,6,1,"Malua",0,0,0,0,0,0,0,0
"734","AG43_25","AG43",2019-05-27,2019,5,27,"Danum",0.143312102,0,0.045780255,0,0,0.097531847,0.097531847,0
"735","AG44_25","AG44",2019-05-23,2019,5,23,"Danum",0.009952229,0,0,0,0,0,0.009952229,0
"736","AG45_25","AG45",2019-06-01,2019,6,1,"Malua",0.10037155,0,0,0,0,0.041135881,0.10037155,0
"737","AG46_25","AG46",2019-06-01,2019,6,1,"Malua",0.201035032,0,0.169187898,0,0,0.007961783,0.031847134,0
"738","AG47_25","AG47",2019-06-01,2019,6,1,"Malua",0.306528662,0,0.193073248,0,0,0.047770701,0.113455414,0
"739","AG48_25","AG48",2019-05-25,2019,5,25,"Danum",0,0,0,0,0,0,0,0
"740","AG01_26","AG01",2019-06-08,2019,6,8,"Danum",0.037818471,0,0,0,0,0,0.037818471,0
"741","AG02_26","AG02",2019-06-06,2019,6,6,"Danum",0.506900212,0,0.506900212,0,0,0,0,0
"742","AG04_26","AG04",2019-06-07,2019,6,7,"Danum",0.125398089,0,0,0,0,0,0.125398089,0
"743","AG05_26","AG05",2019-06-05,2019,6,5,"Danum",0.226910828,0,0,0,0,0,0.226910828,0
"744","AG06_26","AG06",2019-06-05,2019,6,5,"Danum",0.015923567,0,0,0,0,0,0.015923567,0
"745","AG07_26","AG07",2019-06-05,2019,6,5,"Danum",0.103503185,0,0,0,0,0.055732484,0.103503185,0
"746","AG08_26","AG08",2019-06-05,2019,6,5,"Danum",1.347664544,0,1.307855626,0,0,0,0.0398089179999999,0
"747","AG09_26","AG09",2019-06-11,2019,6,11,"Danum",0.690684713,0,0,0,0,0,0.690684713,0
"748","AG10_26","AG10",2019-06-11,2019,6,11,"Danum",0.099522293,0,0.099522293,0,0,0,0,0
"749","AG11_26","AG11",2019-06-11,2019,6,11,"Danum",0.09156051,0,0.067675159,0,0,0,0.023885351,0
"750","AG13_26","AG13",2019-06-13,2019,6,13,"Danum",0.595585633,0,0.543834041,0,0,0,0.051751592,0
"751","AG14_26","AG14",2019-06-06,2019,6,6,"Danum",0.045780255,0,0,0,0,0.045780255,0.045780255,0
"752","AG15_26","AG15",2019-06-06,2019,6,6,"Danum",0.097531847,0,0,0,0,0,0.097531847,0
"753","AG16_26","AG16",2019-06-07,2019,6,7,"Danum",0.089570064,0,0,0,0,0,0.089570064,0
"754","AG17_26","AG17",2019-06-05,2019,6,5,"Danum",0.015923567,0,0,0,0,0,0.015923567,0
"755","AG19_26","AG19",2019-06-12,2019,6,12,"Danum",0.117436306,0,0.117436306,0,0,0,0,0
"756","AG20_26","AG20",2019-06-13,2019,6,13,"Danum",0,0,0,0,0,0,0,0
"757","AG21_26","AG21",2019-06-08,2019,6,8,"Danum",0.573248408,0,0.473726115,0,0,0,0.099522293,0
"758","AG22_26","AG22",2019-06-08,2019,6,8,"Danum",0.077826433,0,0,0,0,0.077826433,0.077826433,0
"759","AG23_26","AG23",2019-06-14,2019,6,14,"Malua",0.615047771,0.615047771,0,0,0,0,0.615047771,0.615047771
"760","AG24_26","AG24",2019-06-14,2019,6,14,"Malua",0.147292994,0,0,0,0,0,0.147292994,0
"761","AG25_26","AG25",2019-06-16,2019,6,16,"Malua",0.145302548,0,0,0,0,0.039808917,0.145302548,0
"762","AG26_26","AG26",2019-06-16,2019,6,16,"Malua",0,0,0,0,0,0,0,0
"763","AG27_26","AG27",2019-06-16,2019,6,16,"Malua",0.007961783,0,0.007961783,0,0,0,0,0
"764","AG28_26","AG28",2019-06-15,2019,6,15,"Malua",0,0,0,0,0,0,0,0
"765","AG29_26","AG29",2019-06-15,2019,6,15,"Malua",0.211266622,0,0.211266622,0,0,0,0,0
"766","AG30_26","AG30",2019-06-15,2019,6,15,"Malua",0.005971338,0,0,0,0,0.005971338,0.005971338,0
"767","AG31_26","AG31",2019-06-15,2019,6,15,"Malua",0.02388535,0,0.02388535,0,0,0,0,0
"768","AG32_26","AG32",2019-06-15,2019,6,15,"Malua",0.047770701,0,0.017914013,0,0,0,0.029856688,0
"769","AG33_26","AG33",2019-06-16,2019,6,16,"Malua",1.221470276,0,1.131900212,0,0,0.089570064,0.0895700640000001,0
"770","AG34_26","AG34",2019-06-14,2019,6,14,"Malua",0.001990446,0,0,0,0,0,0.001990446,0
"771","AG35_26","AG35",2019-06-14,2019,6,14,"Malua",0.731712271,0,0.646123099,0,0,0.085589172,0.085589172,0
"772","AG36_26","AG36",2019-06-16,2019,6,16,"Malua",0.021894904,0,0,0,0,0.021894904,0.021894904,0
"773","AG40_26","AG40",2019-06-14,2019,6,14,"Malua",0.017914013,0,0,0,0,0,0.017914013,0
"774","AG41_26","AG41",2019-06-14,2019,6,14,"Malua",0.067675159,0,0,0,0,0,0.067675159,0
"775","AG42_26","AG42",2019-06-15,2019,6,15,"Malua",0.045780255,0,0,0,0,0.045780255,0.045780255,0
"776","AG43_26","AG43",2019-06-10,2019,6,10,"Danum",0.051751592,0,0,0,0,0.051751592,0.051751592,0
"777","AG44_26","AG44",2019-06-06,2019,6,6,"Danum",0.001990446,0,0,0,0,0,0.001990446,0
"778","AG45_26","AG45",2019-06-16,2019,6,16,"Malua",0.025875796,0,0,0,0,0.02388535,0.025875796,0
"779","AG46_26","AG46",2019-06-16,2019,6,16,"Malua",0.734474522,0,0.199044586,0,0,0.007961783,0.535429936,0
"780","AG47_26","AG47",2019-06-16,2019,6,16,"Malua",0.203025478,0,0,0,0,0.017914013,0.203025478,0
"781","AG48_26","AG48",2019-06-08,2019,6,8,"Danum",0.690714201,0,0.690714201,0,0,0,0,0
"782","AG01_27","AG01",2019-06-24,2019,6,24,"Danum",0.222929936,0,0.222929936,0,0,0,0,0
"783","AG02_27","AG02",2019-06-20,2019,6,20,"Danum",1.7271137,0.133359873,0.865250643,0,0,0,0.861863057,0.133359873
"784","AG04_27","AG04",2019-06-21,2019,6,21,"Danum",0.013933121,0,0.013933121,0,0,0,0,0
"785","AG05_27","AG05",2019-06-19,2019,6,19,"Danum",0.111464968,0,0,0,0,0,0.111464968,0
"786","AG06_27","AG06",2019-06-19,2019,6,19,"Danum",0.03383758,0,0.03383758,0,0,0,0,0
"787","AG07_27","AG07",2019-06-19,2019,6,19,"Danum",0.28861465,0.047770701,0.02388535,0,0.067675159,0.067675159,0.2647293,0.047770701
"788","AG08_27","AG08",2019-06-19,2019,6,19,"Danum",3.424625434,0,3.386806963,0,0,0,0.037818471,0
"789","AG09_27","AG09",2019-06-27,2019,6,27,"Danum",0.264729299,0,0.09156051,0,0,0,0.173168789,0
"790","AG10_27","AG10",2019-06-27,2019,6,27,"Danum",0.113455414,0,0.113455414,0,0,0,0,0
"791","AG11_27","AG11",2019-06-27,2019,6,27,"Danum",0.119426752,0,0.119426752,0,0,0,0,0
"792","AG13_27","AG13",2019-06-27,2019,6,27,"Danum",0.31138535,0.021894904,0.279538217,0,0,0,0.031847133,0.021894904
"793","AG14_27","AG14",2019-06-20,2019,6,20,"Danum",0.101512739,0,0,0,0,0.101512739,0.101512739,0
"794","AG15_27","AG15",2019-06-20,2019,6,20,"Danum",0.366066411,0.185111465,0.021894904,0,0,0,0.344171507,0.185111465
"795","AG16_27","AG16",2019-06-21,2019,6,21,"Danum",0.029856688,0,0,0,0,0,0.029856688,0
"796","AG17_27","AG17",2019-06-19,2019,6,19,"Danum",0.027866242,0,0,0,0,0.027866242,0.027866242,0
"797","AG19_27","AG19",2019-06-26,2019,6,26,"Danum",0.069665605,0,0.069665605,0,0,0,0,0
"798","AG20_27","AG20",2019-06-27,2019,6,27,"Danum",0.268272293,0.005971338,0.262300955,0,0,0,0.00597133799999999,0.005971338
"799","AG21_27","AG21",2019-06-23,2019,6,23,"Danum",1.090764331,0,0.991242038,0,0,0,0.0995222929999999,0
"800","AG22_27","AG22",2019-06-23,2019,6,23,"Danum",0.173877716,0.025875796,0,0,0,0.14800192,0.173877716,0.025875796
"801","AG23_27","AG23",2019-06-29,2019,6,29,"Malua",1.011146497,0,0,0,0,0,1.011146497,0
"802","AG24_27","AG24",2019-06-29,2019,6,29,"Malua",0.17316879,0,0.145302548,0,0,0,0.027866242,0
"803","AG25_27","AG25",2019-06-29,2019,6,29,"Malua",0.324575372,0,0,0,0,0.019904459,0.324575372,0
"804","AG26_27","AG26",2019-06-30,2019,6,30,"Malua",0.071656051,0,0,0,0,0.071656051,0.071656051,0
"805","AG27_27","AG27",2019-06-30,2019,6,30,"Malua",0.001990446,0,0,0,0,0.001990446,0.001990446,0
"806","AG28_27","AG28",2019-06-30,2019,6,30,"Malua",0,0,0,0,0,0,0,0
"807","AG29_27","AG29",2019-06-30,2019,6,30,"Malua",0,0,0,0,0,0,0,0
"808","AG30_27","AG30",2019-06-29,2019,6,29,"Malua",0.53343949,0,0.019904459,0,0.005971338,0.063694268,0.513535031,0
"809","AG31_27","AG31",2019-06-30,2019,6,30,"Malua",0.292595541,0.041799363,0.127388535,0.041799363,0,0,0.165207006,0
"810","AG32_27","AG32",2019-06-30,2019,6,30,"Malua",0.441878981,0,0.003980892,0,0,0,0.437898089,0
"811","AG33_27","AG33",2019-06-30,2019,6,30,"Malua",0.276671975,0,0.264729299,0,0,0.011942675,0.011942676,0
"812","AG34_27","AG34",2019-06-29,2019,6,29,"Malua",0.013933121,0,0,0,0,0,0.013933121,0
"813","AG35_27","AG35",2019-06-29,2019,6,29,"Malua",0.11544586,0.037818471,0.049761146,0,0,0.027866242,0.065684714,0.037818471
"814","AG36_27","AG36",2019-06-30,2019,6,30,"Malua",0,0,0,0,0,0,0,0
"815","AG40_27","AG40",2019-06-29,2019,6,29,"Malua",0.366242038,0,0,0,0,0,0.366242038,0
"816","AG41_27","AG41",2019-06-29,2019,6,29,"Malua",0,0,0,0,0,0,0,0
"817","AG42_27","AG42",2019-06-30,2019,6,30,"Malua",0.011942675,0.011942675,0,0,0,0,0.011942675,0.011942675
"818","AG43_27","AG43",2019-06-24,2019,6,24,"Danum",0.195063694,0,0.045780255,0,0,0.149283439,0.149283439,0
"819","AG44_27","AG44",2019-06-20,2019,6,20,"Danum",0.079617834,0.079617834,0,0,0,0,0.079617834,0.079617834
"820","AG45_27","AG45",2019-06-30,2019,6,30,"Malua",0.625,0.571257962,0,0,0,0.001990446,0.625,0.571257962
"821","AG46_27","AG46",2019-06-30,2019,6,30,"Malua",0.338375796,0,0.143312102,0,0,0,0.195063694,0
"822","AG47_27","AG47",2019-06-30,2019,6,30,"Malua",0.119426752,0,0,0,0,0.007961783,0.119426752,0
"823","AG48_27","AG48",2019-06-23,2019,6,23,"Danum",0.077627389,0,0.051751592,0,0.025875796,0,0.025875797,0
"824","AG01_28","AG01",2019-07-07,2019,7,7,"Danum",0.019904459,0,0.019904459,0,0,0,0,0
"825","AG02_28","AG02",2019-07-06,2019,7,6,"Danum",0.025875796,0,0.025875796,0,0,0,0,0
"826","AG04_28","AG04",2019-07-07,2019,7,7,"Danum",0.123407643,0,0.123407643,0,0,0,0,0
"827","AG05_28","AG05",2019-07-05,2019,7,5,"Danum",0.087579618,0,0,0,0,0,0.087579618,0
"828","AG06_28","AG06",2019-07-05,2019,7,5,"Danum",0.417993631,0,0.061703822,0,0,0,0.356289809,0
"829","AG07_28","AG07",2019-07-05,2019,7,5,"Danum",0,0,0,0,0,0,0,0
"830","AG08_28","AG08",2019-07-05,2019,7,5,"Danum",0.181130573,0,0.181130573,0,0,0,0,0
"831","AG09_28","AG09",2019-07-11,2019,7,11,"Danum",0.051751592,0,0.051751592,0,0,0,0,0
"832","AG10_28","AG10",2019-07-11,2019,7,11,"Danum",0.02388535,0,0.02388535,0,0,0,0,0
"833","AG11_28","AG11",2019-07-11,2019,7,11,"Danum",0.210987261,0.021894904,0.189092357,0,0,0,0.021894904,0.021894904
"834","AG13_28","AG13",2019-07-11,2019,7,11,"Danum",0.561305732,0.049761146,0.487659236,0,0,0,0.073646496,0.049761146
"835","AG14_28","AG14",2019-07-06,2019,7,6,"Danum",0.071656051,0,0,0,0,0.071656051,0.071656051,0
"836","AG15_28","AG15",2019-07-06,2019,7,6,"Danum",0.005971338,0,0.005971338,0,0,0,0,0
"837","AG16_28","AG16",2019-07-07,2019,7,7,"Danum",0.029856688,0,0.029856688,0,0,0,0,0
"838","AG17_28","AG17",2019-07-05,2019,7,5,"Danum",0.13933121,0,0.117436306,0,0,0,0.021894904,0
"839","AG19_28","AG19",2019-07-10,2019,7,10,"Danum",0.099522293,0,0.099522293,0,0,0,0,0
"840","AG20_28","AG20",2019-07-11,2019,7,11,"Danum",1.030122081,0.09156051,0.938561571,0,0,0,0.09156051,0.09156051
"841","AG21_28","AG21",2019-07-10,2019,7,10,"Danum",4.019307325,0.471735669,3.547571656,0,0,0,0.471735669,0.471735669
"842","AG22_28","AG22",2019-07-10,2019,7,10,"Danum",0.029856688,0,0.011942675,0,0.001990446,0.015923567,0.017914013,0
"843","AG23_28","AG23",2019-07-13,2019,7,13,"Malua",0.029856688,0,0,0,0,0.029856688,0.029856688,0
"844","AG24_28","AG24",2019-07-13,2019,7,13,"Malua",0.137340764,0.107484076,0.107484076,0.107484076,0,0,0.029856688,0
"845","AG25_28","AG25",2019-07-13,2019,7,13,"Malua",0.08160828,0,0,0,0,0.007961783,0.08160828,0
"846","AG26_28","AG26",2019-07-13,2019,7,13,"Malua",0.143312102,0,0,0,0,0.143312102,0.143312102,0
"847","AG27_28","AG27",2019-07-14,2019,7,14,"Malua",0.011942675,0,0.011942675,0,0,0,0,0
"848","AG28_28","AG28",2019-07-14,2019,7,14,"Malua",0,0,0,0,0,0,0,0
"849","AG29_28","AG29",2019-07-14,2019,7,14,"Malua",0.226910828,0,0.226910828,0,0,0,0,0
"850","AG30_28","AG30",2019-07-15,2019,7,15,"Malua",0.185111465,0,0.001990446,0,0,0.013933121,0.183121019,0
"851","AG31_28","AG31",2019-07-13,2019,7,13,"Malua",0.628980892,0,0.477707006,0,0,0,0.151273886,0
"852","AG32_28","AG32",2019-07-14,2019,7,14,"Malua",0.207006369,0,0.145302548,0,0,0,0.061703821,0
"853","AG33_28","AG33",2019-07-14,2019,7,14,"Malua",4.599920382,4.428742038,0.083598726,0,0,0.08160828,4.516321656,4.428742038
"854","AG34_28","AG34",2019-07-13,2019,7,13,"Malua",0,0,0,0,0,0,0,0
"855","AG35_28","AG35",2019-07-13,2019,7,13,"Malua",1.39044586,0,1.39044586,0,0,0,0,0
"856","AG36_28","AG36",2019-07-15,2019,7,15,"Malua",0,0,0,0,0,0,0,0
"857","AG40_28","AG40",2019-07-13,2019,7,13,"Malua",0,0,0,0,0,0,0,0
"858","AG41_28","AG41",2019-07-13,2019,7,13,"Malua",0.02388535,0,0,0,0,0,0.02388535,0
"859","AG42_28","AG42",2019-07-14,2019,7,14,"Malua",0,0,0,0,0,0,0,0
"860","AG43_28","AG43",2019-07-07,2019,7,7,"Danum",0.143312102,0,0.029856688,0,0,0.113455414,0.113455414,0
"861","AG44_28","AG44",2019-07-06,2019,7,6,"Danum",0,0,0,0,0,0,0,0
"862","AG45_28","AG45",2019-07-14,2019,7,14,"Malua",0.185111465,0.123407643,0,0,0,0.017914013,0.185111465,0.123407643
"863","AG46_28","AG46",2019-07-14,2019,7,14,"Malua",1.385549363,1.282046178,1.162619427,1.162619427,0,0,0.222929936,0.119426751
"864","AG47_28","AG47",2019-07-14,2019,7,14,"Malua",0.406050955,0,0,0,0,0.009952229,0.406050955,0
"865","AG48_28","AG48",2019-07-10,2019,7,10,"Danum",0.931528662,0.810111465,0.111464968,0,0,0,0.820063694,0.810111465
"866","AG01_29","AG01",2019-07-22,2019,7,22,"Danum",0.724522293,0.272691083,0.617038217,0.181130573,0,0,0.107484076,0.09156051
"867","AG02_29","AG02",2019-07-20,2019,7,20,"Danum",0.284633758,0.19705414,0.274681529,0.19705414,0,0,0.00995222900000003,0
"868","AG04_29","AG04",2019-07-22,2019,7,22,"Danum",0.167197452,0,0.167197452,0,0,0,0,0
"869","AG05_29","AG05",2019-07-18,2019,7,18,"Danum",0.109474522,0,0,0,0,0,0.109474522,0
"870","AG06_29","AG06",2019-07-18,2019,7,18,"Danum",0.047770701,0,0.047770701,0,0,0,0,0
"871","AG07_29","AG07",2019-07-20,2019,7,20,"Danum",0.469745223,0.009952229,0.085589172,0,0.003980892,0.017914013,0.384156051,0.009952229
"872","AG08_29","AG08",2019-07-20,2019,7,20,"Danum",18.01965113,18.00571801,17.88430081,17.87434858,0,0,0.135350320000001,0.131369429999999
"873","AG09_29","AG09",2019-07-25,2019,7,25,"Danum",0.133359873,0,0.133359873,0,0,0,0,0
"874","AG10_29","AG10",2019-07-25,2019,7,25,"Danum",0.461783439,0.362261146,0.461783439,0.362261146,0,0,0,0
"875","AG11_29","AG11",2019-07-25,2019,7,25,"Danum",0.266719745,0.25477707,0.264729299,0.25477707,0,0,0.00199044600000003,0
"876","AG13_29","AG13",2019-07-25,2019,7,25,"Danum",0.472399151,0.049761146,0.414012739,0.001990446,0,0,0.058386412,0.0477707
"877","AG14_29","AG14",2019-07-19,2019,7,19,"Danum",0.09156051,0,0.083598726,0,0,0.007961783,0.007961784,0
"878","AG15_29","AG15",2019-07-20,2019,7,20,"Danum",0.105493631,0,0.105493631,0,0,0,0,0
"879","AG16_29","AG16",2019-07-22,2019,7,22,"Danum",0.207006369,0,0.207006369,0,0,0,0,0
"880","AG17_29","AG17",2019-07-18,2019,7,18,"Danum",0.079617834,0,0.079617834,0,0,0,0,0
"881","AG19_29","AG19",2019-07-24,2019,7,24,"Danum",0.352308917,0,0.352308917,0,0,0,0,0
"882","AG20_29","AG20",2019-07-25,2019,7,25,"Danum",1.752123142,0,0.999203822,0,0,0,0.75291932,0
"883","AG21_29","AG21",2019-07-24,2019,7,24,"Danum",1.196257962,0.788216561,1.144506369,0.744426752,0,0,0.0517515930000001,0.0437898090000001
"884","AG22_29","AG22",2019-07-24,2019,7,24,"Danum",0.05772293,0.013933121,0.027866242,0,0.003980892,0.007961783,0.029856688,0.013933121
"885","AG23_29","AG23",2019-07-27,2019,7,27,"Malua",0,0,0,0,0,0,0,0
"886","AG24_29","AG24",2019-07-27,2019,7,27,"Malua",0.338375796,0.338375796,0.338375796,0.338375796,0,0,0,0
"887","AG25_29","AG25",2019-07-27,2019,7,27,"Malua",0.08160828,0,0.029856688,0,0,0,0.051751592,0
"888","AG26_29","AG26",2019-07-27,2019,7,27,"Malua",0,0,0,0,0,0,0,0
"889","AG27_29","AG27",2019-07-28,2019,7,28,"Malua",0.013933121,0.013933121,0.013933121,0.013933121,0,0,0,0
"890","AG28_29","AG28",2019-07-27,2019,7,27,"Malua",0,0,0,0,0,0,0,0
"891","AG29_29","AG29",2019-07-27,2019,7,27,"Malua",0.282643312,0.282643312,0.266719745,0.266719745,0,0,0.015923567,0.015923567
"892","AG30_29","AG30",2019-07-28,2019,7,28,"Malua",0.105493631,0.035828025,0,0,0,0,0.105493631,0.035828025
"893","AG31_29","AG31",2019-07-27,2019,7,27,"Malua",0.916799363,0,0.683917197,0,0,0,0.232882166,0
"894","AG32_29","AG32",2019-07-28,2019,7,28,"Malua",0.167197452,0.003980892,0.161226115,0,0,0,0.00597133699999999,0.003980892
"895","AG33_29","AG33",2019-07-28,2019,7,28,"Malua",0.262738854,0.210987261,0.262738854,0.210987261,0,0,0,0
"896","AG34_29","AG34",2019-07-27,2019,7,27,"Malua",0.059713376,0,0,0,0,0,0.059713376,0
"897","AG35_29","AG35",2019-07-27,2019,7,27,"Malua",0.059713376,0,0.055732484,0,0,0.003980892,0.003980892,0
"898","AG36_29","AG36",2019-07-28,2019,7,28,"Malua",0.093550955,0.093550955,0.093550955,0.093550955,0,0,0,0
"899","AG40_29","AG40",2019-07-27,2019,7,27,"Malua",0.017914013,0,0.013933121,0,0,0,0.003980892,0
"900","AG41_29","AG41",2019-07-27,2019,7,27,"Malua",0.015923567,0,0,0,0,0,0.015923567,0
"901","AG42_29","AG42",2019-07-28,2019,7,28,"Malua",0.079617834,0,0,0,0,0.079617834,0.079617834,0
"902","AG43_29","AG43",2019-07-24,2019,7,24,"Danum",0.360270701,0.340366242,0.264729299,0.252786624,0,0.087579618,0.0955414020000001,0.087579618
"903","AG44_29","AG44",2019-07-19,2019,7,19,"Danum",0,0,0,0,0,0,0,0
"904","AG45_29","AG45",2019-07-28,2019,7,28,"Malua",0.11544586,0.095541401,0,0,0,0.019904459,0.11544586,0.095541401
"905","AG46_29","AG46",2019-07-28,2019,7,28,"Malua",0.292595541,0.276671975,0.280652866,0.264729299,0,0,0.011942675,0.011942676
"906","AG47_29","AG47",2019-07-28,2019,7,28,"Malua",0.210987261,0,0,0,0,0.02388535,0.210987261,0
"907","AG48_29","AG48",2019-07-24,2019,7,24,"Danum",0.698112475,0.33638535,0.201035032,0.025875796,0,0.14277808,0.497077443,0.310509554
